#x-axis	2
#second	Volt
+1.541000E+00	-19.307E-03
+1.542000E+00	-128.653E-03
+1.543000E+00	-128.653E-03
+1.544000E+00	-132.070E-03
+1.545000E+00	-128.653E-03
+1.546000E+00	-19.307E-03
+1.547000E+00	+254.060E-03
+1.548000E+00	+1.074161E+00
+1.549000E+00	+1.347528E+00
+1.550000E+00	+472.754E-03
+1.551000E+00	+35.367E-03
+1.552000E+00	-73.980E-03
+1.553000E+00	-128.653E-03
+1.554000E+00	-183.327E-03
+1.555000E+00	-128.653E-03
+1.556000E+00	-73.980E-03
+1.557000E+00	-73.980E-03
+1.558000E+00	-128.653E-03
+1.559000E+00	-183.327E-03
+1.560000E+00	-128.653E-03
+1.561000E+00	-73.980E-03
+1.562000E+00	+35.367E-03
+1.563000E+00	+363.407E-03
+1.564000E+00	+1.292854E+00
+1.565000E+00	+1.180090E+00
+1.566000E+00	+359.990E-03
+1.567000E+00	+35.367E-03
+1.568000E+00	-128.653E-03
+1.569000E+00	-128.653E-03
+1.570000E+00	-183.327E-03
+1.571000E+00	-128.653E-03
+1.572000E+00	-19.307E-03
+1.573000E+00	-73.980E-03
+1.574000E+00	-128.653E-03
+1.575000E+00	-183.327E-03
+1.576000E+00	-183.327E-03
+1.577000E+00	-73.980E-03
+1.578000E+00	+35.367E-03
+1.579000E+00	+472.754E-03
+1.580000E+00	+1.456874E+00
+1.581000E+00	+964.814E-03
+1.582000E+00	+305.317E-03
+1.583000E+00	-19.307E-03
+1.584000E+00	-73.980E-03
+1.585000E+00	-128.653E-03
+1.586000E+00	-128.653E-03
+1.587000E+00	-128.653E-03
+1.588000E+00	-73.980E-03
+1.589000E+00	-73.980E-03
+1.590000E+00	-19.307E-03
+1.591000E+00	-22.724E-03
+1.592000E+00	-19.307E-03
+1.593000E+00	-22.724E-03
+1.594000E+00	-73.980E-03
+1.595000E+00	-73.980E-03
+1.596000E+00	-73.980E-03
+1.597000E+00	-73.980E-03
+1.598000E+00	-73.980E-03
+1.599000E+00	-73.980E-03
+1.600000E+00	-73.980E-03
+1.601000E+00	-73.980E-03
+1.602000E+00	-73.980E-03
+1.603000E+00	-77.397E-03
+1.604000E+00	-73.980E-03
+1.605000E+00	-73.980E-03
+1.606000E+00	-73.980E-03
+1.607000E+00	-77.397E-03
+1.608000E+00	-73.980E-03
+1.609000E+00	-73.980E-03
+1.610000E+00	-77.397E-03
+1.611000E+00	-73.980E-03
+1.612000E+00	-73.980E-03
+1.613000E+00	-73.980E-03
+1.614000E+00	-73.980E-03
+1.615000E+00	-77.397E-03
+1.616000E+00	-73.980E-03
+1.617000E+00	-73.980E-03
+1.618000E+00	-73.980E-03
+1.619000E+00	-73.980E-03
+1.620000E+00	-73.980E-03
+1.621000E+00	-77.397E-03
+1.622000E+00	-73.980E-03
+1.623000E+00	-73.980E-03
+1.624000E+00	-77.397E-03
+1.625000E+00	-73.980E-03
+1.626000E+00	-73.980E-03
+1.627000E+00	-73.980E-03
+1.628000E+00	-73.980E-03
+1.629000E+00	-73.980E-03
+1.630000E+00	-73.980E-03
+1.631000E+00	-73.980E-03
+1.632000E+00	-73.980E-03
+1.633000E+00	-73.980E-03
+1.634000E+00	-73.980E-03
+1.635000E+00	-73.980E-03
+1.636000E+00	-73.980E-03
+1.637000E+00	-73.980E-03
+1.638000E+00	-128.653E-03
+1.639000E+00	-128.653E-03
+1.640000E+00	-128.653E-03
+1.641000E+00	-73.980E-03
+1.642000E+00	-73.980E-03
+1.643000E+00	-73.980E-03
+1.644000E+00	-128.653E-03
+1.645000E+00	-128.653E-03
+1.646000E+00	-77.397E-03
+1.647000E+00	-128.653E-03
+1.648000E+00	-77.397E-03
+1.649000E+00	-73.980E-03
+1.650000E+00	-73.980E-03
+1.651000E+00	-73.980E-03
+1.652000E+00	-73.980E-03
+1.653000E+00	-128.653E-03
+1.654000E+00	-73.980E-03
+1.655000E+00	-73.980E-03
+1.656000E+00	-128.653E-03
+1.657000E+00	-73.980E-03
+1.658000E+00	-77.397E-03
+1.659000E+00	-73.980E-03
+1.660000E+00	-73.980E-03
+1.661000E+00	-128.653E-03
+1.662000E+00	-77.397E-03
+1.663000E+00	-73.980E-03
+1.664000E+00	-73.980E-03
+1.665000E+00	-77.397E-03
+1.666000E+00	-73.980E-03
+1.667000E+00	-73.980E-03
+1.668000E+00	-73.980E-03
+1.669000E+00	-73.980E-03
+1.670000E+00	-77.397E-03
+1.671000E+00	-73.980E-03
+1.672000E+00	-73.980E-03
+1.673000E+00	-73.980E-03
+1.674000E+00	-77.397E-03
+1.675000E+00	-73.980E-03
+1.676000E+00	-73.980E-03
+1.677000E+00	-73.980E-03
+1.678000E+00	-77.397E-03
+1.679000E+00	-73.980E-03
+1.680000E+00	-73.980E-03
+1.681000E+00	-73.980E-03
+1.682000E+00	-73.980E-03
+1.683000E+00	-73.980E-03
+1.684000E+00	-73.980E-03
+1.685000E+00	-128.653E-03
+1.686000E+00	-77.397E-03
+1.687000E+00	-73.980E-03
+1.688000E+00	-73.980E-03
+1.689000E+00	-73.980E-03
+1.690000E+00	-73.980E-03
+1.691000E+00	-73.980E-03
+1.692000E+00	-73.980E-03
+1.693000E+00	-73.980E-03
+1.694000E+00	-77.397E-03
+1.695000E+00	-73.980E-03
+1.696000E+00	-128.653E-03
+1.697000E+00	-73.980E-03
+1.698000E+00	-73.980E-03
+1.699000E+00	-73.980E-03
+1.700000E+00	-73.980E-03
+1.701000E+00	-73.980E-03
+1.702000E+00	-73.980E-03
+1.703000E+00	-73.980E-03
+1.704000E+00	-22.724E-03
+1.705000E+00	-73.980E-03
+1.706000E+00	-73.980E-03
+1.707000E+00	-73.980E-03
+1.708000E+00	-73.980E-03
+1.709000E+00	-128.653E-03
+1.710000E+00	-73.980E-03
+1.711000E+00	-73.980E-03
+1.712000E+00	-128.653E-03
+1.713000E+00	-73.980E-03
+1.714000E+00	-73.980E-03
+1.715000E+00	-73.980E-03
+1.716000E+00	-73.980E-03
+1.717000E+00	-73.980E-03
+1.718000E+00	-73.980E-03
+1.719000E+00	-73.980E-03
+1.720000E+00	-73.980E-03
+1.721000E+00	-73.980E-03
+1.722000E+00	-73.980E-03
+1.723000E+00	-73.980E-03
+1.724000E+00	-73.980E-03
+1.725000E+00	-73.980E-03
+1.726000E+00	-73.980E-03
+1.727000E+00	-73.980E-03
+1.728000E+00	-73.980E-03
+1.729000E+00	-73.980E-03
+1.730000E+00	-128.653E-03
+1.731000E+00	-73.980E-03
+1.732000E+00	-73.980E-03
+1.733000E+00	-73.980E-03
+1.734000E+00	-73.980E-03
+1.735000E+00	-73.980E-03
+1.736000E+00	-73.980E-03
+1.737000E+00	-73.980E-03
+1.738000E+00	-73.980E-03
+1.739000E+00	-77.397E-03
+1.740000E+00	-77.397E-03
+1.741000E+00	-73.980E-03
+1.742000E+00	-77.397E-03
+1.743000E+00	-128.653E-03
+1.744000E+00	-73.980E-03
+1.745000E+00	-73.980E-03
+1.746000E+00	-73.980E-03
+1.747000E+00	-128.653E-03
+1.748000E+00	-73.980E-03
+1.749000E+00	-73.980E-03
+1.750000E+00	-73.980E-03
+1.751000E+00	-73.980E-03
+1.752000E+00	-77.397E-03
+1.753000E+00	-73.980E-03
+1.754000E+00	-77.397E-03
+1.755000E+00	-73.980E-03
+1.756000E+00	-128.653E-03
+1.757000E+00	-77.397E-03
+1.758000E+00	-77.397E-03
+1.759000E+00	-73.980E-03
+1.760000E+00	-73.980E-03
+1.761000E+00	-73.980E-03
+1.762000E+00	-73.980E-03
+1.763000E+00	-77.397E-03
+1.764000E+00	-73.980E-03
+1.765000E+00	-73.980E-03
+1.766000E+00	-73.980E-03
+1.767000E+00	-73.980E-03
+1.768000E+00	-77.397E-03
+1.769000E+00	-128.653E-03
+1.770000E+00	-73.980E-03
+1.771000E+00	-73.980E-03
+1.772000E+00	-73.980E-03
+1.773000E+00	-73.980E-03
+1.774000E+00	-77.397E-03
+1.775000E+00	-128.653E-03
+1.776000E+00	-73.980E-03
+1.777000E+00	-128.653E-03
+1.778000E+00	-128.653E-03
+1.779000E+00	-73.980E-03
+1.780000E+00	-73.980E-03
+1.781000E+00	-73.980E-03
+1.782000E+00	-73.980E-03
+1.783000E+00	-73.980E-03
+1.784000E+00	-73.980E-03
+1.785000E+00	-73.980E-03
+1.786000E+00	-73.980E-03
+1.787000E+00	-77.397E-03
+1.788000E+00	-77.397E-03
+1.789000E+00	-73.980E-03
+1.790000E+00	-73.980E-03
+1.791000E+00	-73.980E-03
+1.792000E+00	-73.980E-03
+1.793000E+00	-128.653E-03
+1.794000E+00	-73.980E-03
+1.795000E+00	-73.980E-03
+1.796000E+00	-73.980E-03
+1.797000E+00	-128.653E-03
+1.798000E+00	-73.980E-03
+1.799000E+00	-128.653E-03
+1.800000E+00	-77.397E-03
+1.801000E+00	-73.980E-03
+1.802000E+00	-73.980E-03
+1.803000E+00	-73.980E-03
+1.804000E+00	-73.980E-03
+1.805000E+00	-73.980E-03
+1.806000E+00	-73.980E-03
+1.807000E+00	-73.980E-03
+1.808000E+00	-73.980E-03
+1.809000E+00	-73.980E-03
+1.810000E+00	-77.397E-03
+1.811000E+00	-73.980E-03
+1.812000E+00	-73.980E-03
+1.813000E+00	-73.980E-03
+1.814000E+00	-73.980E-03
+1.815000E+00	-128.653E-03
+1.816000E+00	-73.980E-03
+1.817000E+00	-73.980E-03
+1.818000E+00	-73.980E-03
+1.819000E+00	-73.980E-03
+1.820000E+00	-77.397E-03
+1.821000E+00	-73.980E-03
+1.822000E+00	-73.980E-03
+1.823000E+00	-73.980E-03
+1.824000E+00	-73.980E-03
+1.825000E+00	-77.397E-03
+1.826000E+00	-77.397E-03
+1.827000E+00	-77.397E-03
+1.828000E+00	-73.980E-03
+1.829000E+00	-73.980E-03
+1.830000E+00	-22.724E-03
+1.831000E+00	-73.980E-03
+1.832000E+00	-73.980E-03
+1.833000E+00	-73.980E-03
+1.834000E+00	-73.980E-03
+1.835000E+00	-73.980E-03
+1.836000E+00	-73.980E-03
+1.837000E+00	-73.980E-03
+1.838000E+00	-128.653E-03
+1.839000E+00	-73.980E-03
+1.840000E+00	-73.980E-03
+1.841000E+00	-73.980E-03
+1.842000E+00	-73.980E-03
+1.843000E+00	-128.653E-03
+1.844000E+00	-73.980E-03
+1.845000E+00	-73.980E-03
